时间/s	马赫数	高度/m	外界大气温度/C	中央设备舱温度/C	前起舱温度/C
3206.00 	0.65 	12676.28 	-51.41 	33.26 	-10.18 
3207.00 	0.65 	12676.37 	-51.47 	33.27 	-10.18 
3208.00 	0.65 	12676.18 	-51.39 	33.25 	-10.22 
3209.00 	0.65 	12675.83 	-51.44 	33.24 	-10.23 
3210.00 	0.65 	12675.56 	-51.37 	33.25 	-10.24 
3211.00 	0.65 	12675.45 	-51.32 	33.23 	-10.28 
3212.00 	0.65 	12675.51 	-51.35 	33.23 	-10.29 
3213.00 	0.65 	12675.83 	-51.29 	33.24 	-10.30 
3214.00 	0.65 	12676.22 	-51.24 	33.20 	-10.35 
3215.00 	0.65 	12676.51 	-51.31 	33.20 	-10.34 
3216.00 	0.65 	12676.48 	-51.30 	33.21 	-10.36 
3217.00 	0.65 	12676.44 	-51.27 	33.19 	-10.41 
3218.00 	0.65 	12676.49 	-51.27 	33.17 	-10.43 
3219.00 	0.65 	12676.66 	-51.28 	33.18 	-10.42 
3220.00 	0.65 	12676.74 	-51.28 	33.18 	-10.46 
3221.00 	0.65 	12676.68 	-51.27 	33.15 	-10.48 
3222.00 	0.65 	12676.59 	-51.31 	33.14 	-10.48 
3223.00 	0.65 	12676.47 	-51.28 	33.16 	-10.49 
3224.00 	0.65 	12676.33 	-51.27 	33.14 	-10.53 
3225.00 	0.65 	12676.28 	-51.27 	33.12 	-10.56 
3226.00 	0.65 	12676.43 	-51.30 	33.12 	-10.56 
3227.00 	0.65 	12676.70 	-51.31 	33.13 	-10.57 
3228.00 	0.65 	12676.74 	-51.30 	33.12 	-10.60 
3229.00 	0.65 	12676.58 	-51.31 	33.11 	-10.63 
3230.00 	0.65 	12676.40 	-51.29 	33.09 	-10.64 
3231.00 	0.65 	12676.30 	-51.37 	33.09 	-10.65 
3232.00 	0.65 	12676.14 	-51.37 	33.10 	-10.67 
3233.00 	0.65 	12675.87 	-51.31 	33.10 	-10.69 
3234.00 	0.65 	12675.60 	-51.35 	33.07 	-10.73 
3235.00 	0.65 	12675.52 	-51.37 	33.06 	-10.75 
3236.00 	0.65 	12675.66 	-51.39 	33.05 	-10.78 
3237.00 	0.65 	12675.79 	-51.35 	33.05 	-10.78 
3238.00 	0.65 	12675.70 	-51.40 	33.06 	-10.79 
3239.00 	0.65 	12675.52 	-51.32 	33.06 	-10.82 
3240.00 	0.65 	12675.51 	-51.32 	33.05 	-10.84 
3241.00 	0.65 	12675.79 	-51.32 	33.04 	-10.87 
3242.00 	0.65 	12676.11 	-51.28 	33.02 	-10.89 
3243.00 	0.65 	12676.24 	-51.28 	33.01 	-10.90 
3244.00 	0.65 	12676.10 	-51.30 	33.00 	-10.93 
3245.00 	0.65 	12675.85 	-51.33 	32.99 	-10.94 
3246.00 	0.65 	12675.61 	-51.33 	32.99 	-10.95 
3247.00 	0.65 	12675.32 	-51.25 	32.99 	-10.95 
3248.00 	0.65 	12675.13 	-51.22 	32.99 	-10.98 
3249.00 	0.65 	12675.32 	-51.23 	32.98 	-11.00 
3250.00 	0.65 	12675.68 	-51.23 	32.98 	-11.01 
3251.00 	0.65 	12675.90 	-51.19 	32.97 	-11.04 
3252.00 	0.65 	12675.88 	-51.19 	32.97 	-11.05 
3253.00 	0.65 	12675.75 	-51.14 	32.96 	-11.06 
3254.00 	0.65 	12675.69 	-51.13 	32.96 	-11.08 
3255.00 	0.65 	12675.73 	-51.14 	32.95 	-11.10 
3256.00 	0.65 	12675.66 	-51.15 	32.94 	-11.12 
3257.00 	0.65 	12675.47 	-51.18 	32.93 	-11.14 
3258.00 	0.65 	12675.22 	-51.21 	32.92 	-11.16 
3259.00 	0.65 	12674.85 	-51.17 	32.91 	-11.18 
3260.00 	0.65 	12674.47 	-51.16 	32.91 	-11.21 
3261.00 	0.65 	12674.38 	-51.10 	32.89 	-11.23 
3262.00 	0.65 	12674.62 	-51.10 	32.89 	-11.25 
3263.00 	0.65 	12674.99 	-51.09 	32.87 	-11.28 
3264.00 	0.65 	12675.20 	-51.09 	32.86 	-11.30 
3265.00 	0.65 	12675.30 	-51.09 	32.86 	-11.32 
3266.00 	0.65 	12675.38 	-51.04 	32.86 	-11.33 
3267.00 	0.65 	12675.28 	-51.04 	32.86 	-11.35 
3268.00 	0.65 	12675.02 	-51.04 	32.86 	-11.37 
3269.00 	0.65 	12674.80 	-51.03 	32.85 	-11.38 
3270.00 	0.65 	12674.70 	-51.05 	32.84 	-11.40 
3271.00 	0.65 	12674.65 	-51.05 	32.82 	-11.42 
3272.00 	0.65 	12674.50 	-51.05 	32.81 	-11.45 
3273.00 	0.65 	12674.26 	-51.03 	32.81 	-11.47 
3274.00 	0.65 	12674.14 	-50.97 	32.82 	-11.47 
3275.00 	0.65 	12674.33 	-50.96 	32.82 	-11.49 
3276.00 	0.65 	12674.75 	-50.96 	32.80 	-11.51 
3277.00 	0.65 	12675.09 	-50.96 	32.78 	-11.53 
3278.00 	0.65 	12675.13 	-51.01 	32.77 	-11.56 
3279.00 	0.65 	12674.87 	-51.01 	32.78 	-11.58 
3280.00 	0.65 	12674.63 	-51.01 	32.78 	-11.57 
3281.00 	0.65 	12674.62 	-51.01 	32.76 	-11.60 
3282.00 	0.65 	12674.70 	-51.01 	32.74 	-11.64 
3283.00 	0.65 	12674.64 	-51.00 	32.76 	-11.65 
3284.00 	0.65 	12674.46 	-50.99 	32.75 	-11.64 
3285.00 	0.65 	12674.38 	-50.99 	32.73 	-11.68 
3286.00 	0.65 	12674.40 	-50.97 	32.72 	-11.71 
3287.00 	0.65 	12674.51 	-50.96 	32.74 	-11.71 
3288.00 	0.65 	12674.68 	-51.01 	32.72 	-11.72 
3289.00 	0.65 	12674.87 	-51.01 	32.70 	-11.76 
3290.00 	0.65 	12675.00 	-51.01 	32.71 	-11.77 
3291.00 	0.65 	12674.99 	-51.01 	32.70 	-11.77 
3292.00 	0.65 	12674.83 	-51.01 	32.68 	-11.81 
3293.00 	0.65 	12674.59 	-51.00 	32.69 	-11.82 
3294.00 	0.65 	12674.38 	-51.00 	32.68 	-11.83 
3295.00 	0.65 	12674.32 	-50.96 	32.66 	-11.87 
3296.00 	0.65 	12674.36 	-50.96 	32.68 	-11.87 
3297.00 	0.65 	12674.48 	-50.96 	32.65 	-11.88 
3298.00 	0.65 	12674.51 	-50.91 	32.65 	-11.92 
3299.00 	0.65 	12674.41 	-50.90 	32.65 	-11.92 
3300.00 	0.65 	12674.22 	-50.88 	32.62 	-11.96 
3301.00 	0.65 	12673.96 	-50.83 	32.64 	-11.95 
3302.00 	0.65 	12673.87 	-50.82 	32.61 	-11.98 
3303.00 	0.65 	12673.98 	-50.82 	32.62 	-12.00 
3304.00 	0.65 	12674.24 	-50.81 	32.61 	-12.01 
3305.00 	0.65 	12674.51 	-50.82 	32.60 	-12.04 
3306.00 	0.65 	12674.63 	-50.76 	32.60 	-12.04 
3307.00 	0.65 	12674.57 	-50.77 	32.59 	-12.08 
3308.00 	0.65 	12674.25 	-50.78 	32.59 	-12.07 
3309.00 	0.65 	12673.86 	-50.75 	32.58 	-12.11 
3310.00 	0.65 	12673.63 	-50.73 	32.57 	-12.10 
3311.00 	0.65 	12673.44 	-50.73 	32.57 	-12.14 
3312.00 	0.65 	12673.15 	-50.74 	32.56 	-12.14 
3313.00 	0.65 	12672.91 	-50.74 	32.56 	-12.18 
3314.00 	0.65 	12672.87 	-50.70 	32.54 	-12.20 
3315.00 	0.65 	12672.96 	-50.71 	32.55 	-12.19 
3316.00 	0.65 	12673.11 	-50.70 	32.53 	-12.23 
3317.00 	0.65 	12673.12 	-50.70 	32.54 	-12.23 
3318.00 	0.65 	12673.00 	-50.72 	32.52 	-12.26 
3319.00 	0.65 	12672.93 	-50.72 	32.51 	-12.27 
3320.00 	0.65 	12672.92 	-50.67 	32.52 	-12.28 
3321.00 	0.65 	12672.96 	-50.66 	32.49 	-12.32 
3322.00 	0.65 	12673.08 	-50.65 	32.50 	-12.32 
3323.00 	0.65 	12673.36 	-50.64 	32.50 	-12.33 
3324.00 	0.65 	12673.65 	-50.60 	32.47 	-12.36 
3325.00 	0.65 	12673.77 	-50.61 	32.48 	-12.35 
3326.00 	0.65 	12673.69 	-50.63 	32.48 	-12.40 
3327.00 	0.65 	12673.51 	-50.59 	32.45 	-12.42 
3328.00 	0.65 	12673.38 	-50.60 	32.45 	-12.41 
3329.00 	0.65 	12673.27 	-50.61 	32.46 	-12.43 
3330.00 	0.65 	12673.15 	-50.61 	32.43 	-12.47 
3331.00 	0.65 	12672.93 	-50.61 	32.42 	-12.47 
3332.00 	0.65 	12672.58 	-50.62 	32.43 	-12.48 
3333.00 	0.65 	12672.28 	-50.58 	32.43 	-12.51 
3334.00 	0.65 	12672.16 	-50.63 	32.41 	-12.54 
3335.00 	0.65 	12672.28 	-50.59 	32.40 	-12.54 
3336.00 	0.65 	12672.44 	-50.61 	32.40 	-12.55 
3337.00 	0.65 	12672.48 	-50.61 	32.41 	-12.57 
3338.00 	0.65 	12672.36 	-50.61 	32.39 	-12.60 
3339.00 	0.65 	12672.19 	-50.60 	32.37 	-12.61 
3340.00 	0.65 	12671.99 	-50.60 	32.36 	-12.63 
3341.00 	0.65 	12671.80 	-50.59 	32.36 	-12.63 
3342.00 	0.65 	12671.69 	-50.58 	32.37 	-12.65 
3343.00 	0.65 	12671.72 	-50.57 	32.36 	-12.67 
3344.00 	0.65 	12671.91 	-50.58 	32.35 	-12.70 
3345.00 	0.65 	12672.18 	-50.59 	32.34 	-12.71 
3346.00 	0.65 	12672.38 	-50.59 	32.33 	-12.73 
3347.00 	0.65 	12672.47 	-50.59 	32.32 	-12.74 
3348.00 	0.65 	12672.40 	-50.64 	32.32 	-12.76 
3349.00 	0.65 	12672.26 	-50.66 	32.32 	-12.76 
3350.00 	0.65 	12672.26 	-50.68 	32.31 	-12.77 
3351.00 	0.65 	12672.32 	-50.68 	32.31 	-12.79 
3352.00 	0.65 	12672.06 	-50.66 	32.30 	-12.81 
3353.00 	0.65 	12671.49 	-50.66 	32.30 	-12.83 
3354.00 	0.65 	12671.00 	-50.66 	32.29 	-12.86 
3355.00 	0.65 	12670.86 	-50.65 	32.29 	-12.87 
3356.00 	0.65 	12671.24 	-50.67 	32.28 	-12.88 
3357.00 	0.65 	12671.54 	-50.67 	32.28 	-12.90 
3358.00 	0.65 	12671.75 	-50.66 	32.27 	-12.92 
3359.00 	0.65 	12671.83 	-50.65 	32.27 	-12.92 
3360.00 	0.65 	12671.85 	-50.68 	32.26 	-12.95 
3361.00 	0.65 	12671.76 	-50.68 	32.25 	-12.96 
3362.00 	0.65 	12671.63 	-50.69 	32.25 	-12.97 
3363.00 	0.65 	12671.55 	-50.70 	32.23 	-12.99 
3364.00 	0.65 	12671.63 	-50.72 	32.22 	-13.02 
3365.00 	0.65 	12671.82 	-50.72 	32.21 	-13.03 
3366.00 	0.65 	12671.76 	-50.72 	32.20 	-13.05 
3367.00 	0.65 	12671.38 	-50.76 	32.19 	-13.07 
3368.00 	0.65 	12670.90 	-50.76 	32.19 	-13.10 
3369.00 	0.65 	12670.52 	-50.76 	32.19 	-13.11 
3370.00 	0.65 	12670.39 	-50.74 	32.19 	-13.11 
3371.00 	0.65 	12670.57 	-50.73 	32.19 	-13.12 
3372.00 	0.65 	12670.98 	-50.73 	32.17 	-13.14 
3373.00 	0.65 	12671.35 	-50.72 	32.15 	-13.16 
3374.00 	0.65 	12671.63 	-50.69 	32.14 	-13.19 
3375.00 	0.65 	12671.79 	-50.73 	32.15 	-13.20 
3376.00 	0.65 	12671.80 	-50.77 	32.15 	-13.21 
3377.00 	0.65 	12671.74 	-50.79 	32.14 	-13.22 
3378.00 	0.65 	12671.54 	-50.81 	32.12 	-13.25 
3379.00 	0.65 	12671.23 	-50.81 	32.12 	-13.27 
3380.00 	0.65 	12670.92 	-50.83 	32.13 	-13.27 
3381.00 	0.65 	12670.70 	-50.83 	32.11 	-13.28 
3382.00 	0.65 	12670.55 	-50.84 	32.09 	-13.31 
3383.00 	0.65 	12670.38 	-50.84 	32.09 	-13.32 
3384.00 	0.65 	12670.20 	-50.88 	32.10 	-13.32 
3385.00 	0.65 	12670.09 	-50.87 	32.07 	-13.35 
3386.00 	0.65 	12670.13 	-50.91 	32.07 	-13.38 
3387.00 	0.65 	12670.33 	-50.90 	32.08 	-13.38 
3388.00 	0.65 	12670.72 	-50.91 	32.06 	-13.39 
3389.00 	0.65 	12671.04 	-50.92 	32.06 	-13.42 
3390.00 	0.65 	12671.22 	-50.92 	32.06 	-13.42 
3391.00 	0.65 	12671.26 	-50.92 	32.03 	-13.46 
3392.00 	0.65 	12671.05 	-50.94 	32.05 	-13.47 
3393.00 	0.65 	12670.66 	-50.94 	32.04 	-13.47 
3394.00 	0.65 	12670.32 	-50.95 	32.02 	-13.51 
3395.00 	0.65 	12670.20 	-50.99 	32.03 	-13.51 
3396.00 	0.65 	12670.27 	-50.95 	32.00 	-13.54 
3397.00 	0.65 	12670.36 	-50.96 	32.02 	-13.54 
3398.00 	0.65 	12670.45 	-50.97 	31.99 	-13.57 
3399.00 	0.65 	12670.49 	-50.96 	32.00 	-13.58 
3400.00 	0.65 	12670.27 	-50.96 	31.98 	-13.60 
3401.00 	0.65 	12669.94 	-50.96 	31.99 	-13.61 
3402.00 	0.65 	12669.80 	-50.95 	31.96 	-13.62 
3403.00 	0.65 	12669.92 	-50.96 	31.97 	-13.63 
3404.00 	0.65 	12670.17 	-50.95 	31.95 	-13.65 
3405.00 	0.65 	12670.47 	-50.95 	31.97 	-13.66 
3406.00 	0.65 	12670.80 	-51.00 	31.93 	-13.69 
3407.00 	0.65 	12670.98 	-50.99 	31.95 	-13.69 
3408.00 	0.65 	12670.91 	-50.98 	31.92 	-13.73 
3409.00 	0.65 	12670.66 	-50.97 	31.93 	-13.72 
3410.00 	0.65 	12670.54 	-50.96 	31.93 	-13.75 
3411.00 	0.65 	12670.74 	-50.96 	31.90 	-13.77 
3412.00 	0.65 	12671.05 	-50.95 	31.92 	-13.77 
3413.00 	0.65 	12671.20 	-50.95 	31.90 	-13.80 
3414.00 	0.65 	12671.15 	-50.94 	31.89 	-13.80 
3415.00 	0.65 	12671.06 	-50.94 	31.90 	-13.82 
3416.00 	0.65 	12670.83 	-50.95 	31.87 	-13.85 
3417.00 	0.65 	12670.72 	-50.94 	31.87 	-13.84 
3418.00 	0.65 	12670.62 	-50.93 	31.88 	-13.86 
3419.00 	0.65 	12670.61 	-50.92 	31.86 	-13.89 
3420.00 	0.65 	12670.69 	-50.91 	31.85 	-13.90 
3421.00 	0.65 	12670.78 	-50.91 	31.86 	-13.91 
3422.00 	0.65 	12670.90 	-50.96 	31.85 	-13.93 
3423.00 	0.65 	12671.03 	-50.95 	31.83 	-13.95 
3424.00 	0.65 	12671.17 	-50.95 	31.81 	-13.96 
3425.00 	0.65 	12671.28 	-50.96 	31.83 	-13.95 
3426.00 	0.65 	12671.31 	-50.95 	31.83 	-13.98 
3427.00 	0.65 	12671.23 	-50.95 	31.81 	-14.02 
3428.00 	0.65 	12671.03 	-50.95 	31.79 	-14.03 
3429.00 	0.65 	12670.86 	-50.94 	31.78 	-14.04 
3430.00 	0.65 	12670.90 	-50.92 	31.79 	-14.04 
3431.00 	0.65 	12671.08 	-50.93 	31.79 	-14.06 
3432.00 	0.65 	12671.24 	-50.97 	31.79 	-14.08 
3433.00 	0.65 	12671.29 	-51.02 	31.77 	-14.10 
3434.00 	0.65 	12671.21 	-51.02 	31.76 	-14.12 
3435.00 	0.65 	12671.15 	-51.00 	31.74 	-14.14 
3436.00 	0.65 	12671.01 	-51.04 	31.73 	-14.14 
3437.00 	0.65 	12670.73 	-51.03 	31.73 	-14.16 
3438.00 	0.65 	12670.56 	-51.03 	31.72 	-14.17 
3439.00 	0.65 	12670.54 	-51.06 	31.72 	-14.18 
3440.00 	0.65 	12670.66 	-51.05 	31.71 	-14.20 
3441.00 	0.65 	12670.77 	-51.05 	31.71 	-14.20 
3442.00 	0.65 	12670.69 	-51.05 	31.70 	-14.21 
3443.00 	0.65 	12670.48 	-51.05 	31.70 	-14.23 
3444.00 	0.65 	12670.42 	-51.05 	31.69 	-14.25 
3445.00 	0.65 	12670.48 	-51.05 	31.68 	-14.27 
3446.00 	0.65 	12670.55 	-51.06 	31.67 	-14.28 
3447.00 	0.65 	12670.50 	-51.02 	31.66 	-14.30 
3448.00 	0.65 	12670.32 	-51.03 	31.66 	-14.33 
3449.00 	0.65 	12670.16 	-51.03 	31.65 	-14.34 
3450.00 	0.65 	12670.15 	-51.03 	31.65 	-14.36 
3451.00 	0.65 	12670.24 	-51.02 	31.65 	-14.37 
3452.00 	0.65 	12670.25 	-51.01 	31.65 	-14.38 
3453.00 	0.65 	12670.17 	-51.01 	31.65 	-14.38 
3454.00 	0.65 	12670.09 	-50.99 	31.64 	-14.38 
3455.00 	0.65 	12670.24 	-50.99 	31.62 	-14.41 
3456.00 	0.65 	12670.63 	-51.00 	31.61 	-14.43 
3457.00 	0.65 	12670.98 	-51.03 	31.60 	-14.45 
3458.00 	0.65 	12671.02 	-51.05 	31.61 	-14.46 
3459.00 	0.65 	12670.71 	-51.01 	31.62 	-14.46 
3460.00 	0.65 	12670.23 	-51.00 	31.59 	-14.47 
3461.00 	0.65 	12669.84 	-50.99 	31.58 	-14.50 
3462.00 	0.65 	12669.90 	-50.99 	31.58 	-14.53 
3463.00 	0.65 	12670.31 	-50.95 	31.59 	-14.53 
3464.00 	0.65 	12670.67 	-50.95 	31.57 	-14.53 
3465.00 	0.65 	12670.68 	-50.95 	31.55 	-14.56 
3466.00 	0.65 	12670.44 	-50.97 	31.56 	-14.58 
3467.00 	0.65 	12670.23 	-50.97 	31.56 	-14.58 
3468.00 	0.65 	12669.93 	-50.98 	31.53 	-14.60 
3469.00 	0.65 	12669.57 	-50.97 	31.53 	-14.62 
3470.00 	0.65 	12669.44 	-50.97 	31.54 	-14.61 
3471.00 	0.65 	12669.51 	-50.98 	31.51 	-14.64 
3472.00 	0.65 	12669.63 	-50.97 	31.52 	-14.67 
3473.00 	0.65 	12669.68 	-50.98 	31.52 	-14.66 
3474.00 	0.65 	12669.81 	-51.00 	31.49 	-14.69 
3475.00 	0.65 	12669.89 	-51.02 	31.51 	-14.69 
3476.00 	0.65 	12669.80 	-51.02 	31.48 	-14.70 
3477.00 	0.65 	12669.71 	-51.06 	31.49 	-14.73 
3478.00 	0.65 	12669.72 	-51.05 	31.48 	-14.73 
3479.00 	0.65 	12669.91 	-51.05 	31.47 	-14.77 
3480.00 	0.65 	12670.18 	-51.03 	31.47 	-14.76 
3481.00 	0.65 	12670.45 	-51.03 	31.45 	-14.79 
3482.00 	0.65 	12670.51 	-51.07 	31.46 	-14.79 
3483.00 	0.65 	12670.52 	-51.06 	31.44 	-14.82 
3484.00 	0.65 	12670.55 	-51.05 	31.45 	-14.80 
3485.00 	0.65 	12670.60 	-51.06 	31.43 	-14.85 
3486.00 	0.65 	12670.61 	-51.11 	31.43 	-14.83 
3487.00 	0.65 	12670.54 	-51.12 	31.42 	-14.86 
3488.00 	0.65 	12670.32 	-51.11 	31.41 	-14.87 
3489.00 	0.65 	12670.01 	-51.11 	31.42 	-14.89 
3490.00 	0.65 	12669.80 	-51.10 	31.39 	-14.90 
3491.00 	0.65 	12669.76 	-51.10 	31.41 	-14.91 
3492.00 	0.65 	12669.79 	-51.10 	31.39 	-14.93 
3493.00 	0.65 	12669.86 	-51.09 	31.38 	-14.94 
3494.00 	0.65 	12669.97 	-51.09 	31.39 	-14.95 
3495.00 	0.65 	12670.19 	-51.09 	31.36 	-14.98 
3496.00 	0.65 	12670.32 	-51.04 	31.36 	-14.97 
3497.00 	0.65 	12670.28 	-51.05 	31.37 	-14.98 
3498.00 	0.65 	12670.07 	-51.09 	31.35 	-15.02 
3499.00 	0.65 	12669.91 	-51.09 	31.34 	-15.02 
3500.00 	0.65 	12669.90 	-51.09 	31.35 	-15.02 
3501.00 	0.65 	12670.03 	-51.10 	31.34 	-15.06 
3502.00 	0.65 	12670.19 	-51.14 	31.31 	-15.08 
3503.00 	0.65 	12670.22 	-51.15 	31.31 	-15.08 
3504.00 	0.65 	12670.15 	-51.20 	31.31 	-15.08 
3505.00 	0.65 	12670.04 	-51.19 	31.31 	-15.10 
3506.00 	0.65 	12670.00 	-51.19 	31.29 	-15.13 
3507.00 	0.65 	12669.99 	-51.23 	31.27 	-15.14 
3508.00 	0.65 	12670.01 	-51.23 	31.27 	-15.14 
3509.00 	0.65 	12670.12 	-51.22 	31.28 	-15.14 
3510.00 	0.65 	12670.18 	-51.22 	31.28 	-15.15 
3511.00 	0.65 	12670.16 	-51.22 	31.27 	-15.18 
3512.00 	0.65 	12670.00 	-51.17 	31.26 	-15.19 
3513.00 	0.65 	12669.78 	-51.17 	31.24 	-15.21 
3514.00 	0.65 	12669.73 	-51.16 	31.23 	-15.23 
3515.00 	0.65 	12669.87 	-51.15 	31.23 	-15.25 
3516.00 	0.65 	12670.08 	-51.13 	31.22 	-15.26 
3517.00 	0.65 	12670.29 	-51.12 	31.21 	-15.26 
3518.00 	0.65 	12670.40 	-51.10 	31.21 	-15.29 
3519.00 	0.65 	12670.41 	-51.10 	31.20 	-15.29 
3520.00 	0.65 	12670.32 	-51.11 	31.20 	-15.31 
3521.00 	0.65 	12670.31 	-51.10 	31.18 	-15.32 
3522.00 	0.65 	12670.44 	-51.10 	31.18 	-15.33 
3523.00 	0.65 	12670.61 	-51.14 	31.16 	-15.34 
3524.00 	0.65 	12670.66 	-51.08 	31.16 	-15.35 
3525.00 	0.65 	12670.54 	-51.15 	31.15 	-15.38 
3526.00 	0.65 	12670.27 	-51.16 	31.15 	-15.40 
3527.00 	0.65 	12669.97 	-51.19 	31.15 	-15.41 
3528.00 	0.65 	12669.78 	-51.17 	31.15 	-15.41 
3529.00 	0.65 	12669.73 	-51.11 	31.15 	-15.42 
3530.00 	0.65 	12669.67 	-51.08 	31.15 	-15.43 
3531.00 	0.65 	12669.71 	-51.09 	31.14 	-15.44 
3532.00 	0.65 	12669.87 	-51.08 	31.12 	-15.46 
3533.00 	0.65 	12670.34 	-51.04 	31.11 	-15.47 
3534.00 	0.65 	12670.81 	-51.01 	31.10 	-15.50 
3535.00 	0.65 	12671.01 	-50.97 	31.11 	-15.50 
3536.00 	0.65 	12670.80 	-50.97 	31.11 	-15.50 
3537.00 	0.65 	12670.48 	-50.99 	31.09 	-15.51 
3538.00 	0.65 	12670.18 	-50.94 	31.07 	-15.54 
3539.00 	0.65 	12669.88 	-50.94 	31.07 	-15.56 
3540.00 	0.65 	12669.69 	-50.94 	31.08 	-15.55 
3541.00 	0.65 	12669.65 	-50.93 	31.06 	-15.56 
3542.00 	0.65 	12669.73 	-50.93 	31.04 	-15.59 
3543.00 	0.65 	12669.88 	-50.89 	31.06 	-15.61 
3544.00 	0.65 	12670.00 	-50.87 	31.06 	-15.60 
3545.00 	0.65 	12670.10 	-50.92 	31.02 	-15.64 
3546.00 	0.65 	12670.24 	-50.87 	31.03 	-15.65 
3547.00 	0.65 	12670.28 	-50.92 	31.03 	-15.64 
3548.00 	0.65 	12670.14 	-50.91 	31.01 	-15.68 
3549.00 	0.65 	12669.98 	-50.92 	31.02 	-15.69 
3550.00 	0.65 	12670.05 	-50.92 	31.01 	-15.69 
3551.00 	0.65 	12670.35 	-50.92 	30.99 	-15.72 
3552.00 	0.65 	12670.63 	-50.93 	31.01 	-15.71 
3553.00 	0.65 	12670.64 	-50.94 	30.97 	-15.74 
3554.00 	0.65 	12670.37 	-50.93 	30.99 	-15.74 
3555.00 	0.65 	12670.16 	-50.94 	30.96 	-15.76 
3556.00 	0.65 	12670.13 	-50.94 	30.98 	-15.77 
3557.00 	0.65 	12670.11 	-50.95 	30.95 	-15.77 
3558.00 	0.65 	12670.02 	-50.95 	30.97 	-15.79 
3559.00 	0.65 	12669.98 	-50.95 	30.94 	-15.81 
3560.00 	0.65 	12670.00 	-50.95 	30.95 	-15.82 
3561.00 	0.65 	12669.96 	-50.96 	30.93 	-15.84 
3562.00 	0.65 	12669.85 	-51.01 	30.94 	-15.84 
3563.00 	0.65 	12669.79 	-50.97 	30.92 	-15.87 
3564.00 	0.65 	12669.76 	-50.98 	30.92 	-15.86 
3565.00 	0.65 	12669.70 	-50.98 	30.92 	-15.89 
3566.00 	0.65 	12669.56 	-50.97 	30.89 	-15.90 
3567.00 	0.65 	12669.36 	-50.97 	30.91 	-15.91 
3568.00 	0.65 	12669.12 	-50.97 	30.89 	-15.94 
3569.00 	0.65 	12668.97 	-50.97 	30.88 	-15.93 
3570.00 	0.65 	12668.95 	-50.98 	30.89 	-15.94 
3571.00 	0.65 	12669.07 	-51.02 	30.87 	-15.97 
3572.00 	0.65 	12669.34 	-51.01 	30.86 	-15.97 
3573.00 	0.65 	12669.67 	-51.01 	30.87 	-15.97 
3574.00 	0.65 	12669.98 	-51.02 	30.86 	-16.00 
3575.00 	0.65 	12670.11 	-51.03 	30.84 	-16.01 
3576.00 	0.65 	12669.97 	-51.04 	30.84 	-16.01 
3577.00 	0.65 	12669.63 	-51.09 	30.85 	-16.02 
3578.00 	0.65 	12669.33 	-51.08 	30.84 	-16.04 
3579.00 	0.65 	12669.27 	-51.09 	30.82 	-16.07 
3580.00 	0.65 	12669.33 	-51.14 	30.81 	-16.08 
3581.00 	0.65 	12669.42 	-51.15 	30.81 	-16.07 
3582.00 	0.65 	12669.41 	-51.13 	30.81 	-16.08 
3583.00 	0.65 	12669.29 	-51.14 	30.81 	-16.10 
3584.00 	0.65 	12669.12 	-51.18 	30.80 	-16.13 
3585.00 	0.65 	12669.04 	-51.17 	30.78 	-16.15 
3586.00 	0.65 	12669.15 	-51.16 	30.76 	-16.16 
3587.00 	0.65 	12669.30 	-51.17 	30.76 	-16.16 
3588.00 	0.65 	12669.31 	-51.19 	30.75 	-16.17 
3589.00 	0.65 	12669.17 	-51.19 	30.75 	-16.18 
3590.00 	0.65 	12669.03 	-51.24 	30.75 	-16.19 
3591.00 	0.65 	12669.06 	-51.24 	30.75 	-16.20 
3592.00 	0.65 	12669.19 	-51.24 	30.75 	-16.21 
3593.00 	0.65 	12669.32 	-51.28 	30.74 	-16.22 
3594.00 	0.65 	12669.29 	-51.29 	30.74 	-16.24 
3595.00 	0.65 	12669.16 	-51.28 	30.73 	-16.25 
3596.00 	0.65 	12668.97 	-51.29 	30.72 	-16.26 
3597.00 	0.65 	12668.74 	-51.34 	30.71 	-16.27 
3598.00 	0.65 	12668.50 	-51.36 	30.70 	-16.29 
3599.00 	0.65 	12668.31 	-51.35 	30.69 	-16.31 
3600.00 	0.65 	12668.31 	-51.38 	30.68 	-16.33 
3601.00 	0.65 	12668.31 	-51.36 	30.67 	-16.35 
3602.00 	0.65 	12668.30 	-51.35 	30.67 	-16.36 
3603.00 	0.65 	12668.33 	-51.38 	30.67 	-16.37 
3604.00 	0.65 	12668.38 	-51.39 	30.67 	-16.38 
3605.00 	0.65 	12668.36 	-51.40 	30.67 	-16.37 
3606.00 	0.65 	12668.27 	-51.39 	30.65 	-16.39 
3607.00 	0.65 	12668.25 	-51.38 	30.64 	-16.41 
3608.00 	0.65 	12667.97 	-51.38 	30.62 	-16.44 
3609.00 	0.65 	12668.18 	-51.38 	30.63 	-16.44 
3610.00 	0.65 	12668.43 	-51.37 	30.64 	-16.44 
3611.00 	0.65 	12668.55 	-51.42 	30.62 	-16.46 
3612.00 	0.65 	12668.57 	-51.40 	30.60 	-16.49 
3613.00 	0.65 	12668.58 	-51.42 	30.60 	-16.50 
3614.00 	0.65 	12668.47 	-51.43 	30.61 	-16.49 
3615.00 	0.65 	12668.31 	-51.38 	30.58 	-16.51 
