 time,Q,Q_aero,Q_solar
        1113 ,  -2328.827     ,  -2749.914     ,   263.0862    
        1114 ,  -2327.270     ,  -2748.356     ,   263.0862    
        1115 ,  -2327.361     ,  -2748.447     ,   263.0862    
        1116 ,  -2327.682     ,  -2748.768     ,   263.0862    
        1117 ,  -2326.944     ,  -2748.030     ,   263.0862    
        1118 ,  -2327.679     ,  -2748.765     ,   263.0862    
        1119 ,  -2327.679     ,  -2748.765     ,   263.0862    
        1120 ,  -2327.266     ,  -2748.352     ,   263.0862    
        1121 ,  -2325.381     ,  -2746.467     ,   263.0862    
        1122 ,  -2322.575     ,  -2743.661     ,   263.0862    
        1123 ,  -2319.759     ,  -2740.845     ,   263.0862    
        1124 ,  -2316.109     ,  -2737.195     ,   263.0862    
        1125 ,  -2312.547     ,  -2733.633     ,   263.0862    
        1126 ,  -2308.477     ,  -2729.563     ,   263.0862    
        1127 ,  -2305.245     ,  -2726.331     ,   263.0862    
        1128 ,  -2302.426     ,  -2723.512     ,   263.0862    
        1129 ,  -2300.026     ,  -2721.113     ,   263.0862    
        1130 ,  -2299.285     ,  -2720.371     ,   263.0862    
        1131 ,  -2296.895     ,  -2717.981     ,   263.0862    
        1132 ,  -2294.917     ,  -2716.003     ,   263.0862    
        1133 ,  -2293.768     ,  -2714.854     ,   263.0862    
        1134 ,  -2292.949     ,  -2714.035     ,   263.0862    
        1135 ,  -2293.051     ,  -2714.137     ,   263.0862    
        1136 ,  -2293.066     ,  -2714.153     ,   263.0862    
        1137 ,  -2293.173     ,  -2714.259     ,   263.0862    
        1138 ,  -2292.450     ,  -2713.536     ,   263.0862    
        1139 ,  -2292.042     ,  -2713.128     ,   263.0862    
        1140 ,  -2291.717     ,  -2712.803     ,   263.0862    
        1141 ,  -2291.301     ,  -2712.387     ,   263.0862    
        1142 ,  -2291.712     ,  -2712.798     ,   263.0862    
        1143 ,  -2290.881     ,  -2711.967     ,   263.0862    
        1144 ,  -2290.883     ,  -2711.969     ,   263.0862    
        1145 ,  -2290.885     ,  -2711.971     ,   263.0862    
        1146 ,  -2290.147     ,  -2711.233     ,   263.0862    
        1147 ,  -2291.717     ,  -2712.803     ,   263.0862    
        1148 ,  -2292.043     ,  -2713.129     ,   263.0862    
        1149 ,  -2290.884     ,  -2711.970     ,   263.0862    
        1150 ,  -2291.713     ,  -2712.799     ,   263.0862    
        1151 ,  -2290.881     ,  -2711.967     ,   263.0862    
        1152 ,  -2292.038     ,  -2713.124     ,   263.0862    
        1153 ,  -2292.037     ,  -2713.124     ,   263.0862    
        1154 ,  -2292.452     ,  -2713.538     ,   263.0862    
        1155 ,  -2292.452     ,  -2713.539     ,   263.0862    
        1156 ,  -2291.713     ,  -2712.799     ,   263.0862    
        1157 ,  -2293.281     ,  -2714.367     ,   263.0862    
        1158 ,  -2292.868     ,  -2713.954     ,   263.0862    
        1159 ,  -2292.866     ,  -2713.952     ,   263.0862    
        1160 ,  -2292.864     ,  -2713.950     ,   263.0862    
        1161 ,  -2293.186     ,  -2714.272     ,   263.0862    
        1162 ,  -2292.452     ,  -2713.539     ,   263.0862    
        1163 ,  -2292.040     ,  -2713.126     ,   263.0862    
        1164 ,  -2291.716     ,  -2712.802     ,   263.0862    
        1165 ,  -2292.456     ,  -2713.542     ,   263.0862    
        1166 ,  -2292.454     ,  -2713.541     ,   263.0862    
        1167 ,  -2292.038     ,  -2713.124     ,   263.0862    
        1168 ,  -2292.452     ,  -2713.538     ,   263.0862    
        1169 ,  -2292.453     ,  -2713.539     ,   263.0862    
        1170 ,  -2290.883     ,  -2711.969     ,   263.0862    
        1171 ,  -2290.886     ,  -2711.972     ,   263.0862    
        1172 ,  -2291.304     ,  -2712.391     ,   263.0862    
        1173 ,  -2291.304     ,  -2712.390     ,   263.0862    
        1174 ,  -2291.718     ,  -2712.804     ,   263.0862    
        1175 ,  -2291.719     ,  -2712.805     ,   263.0862    
        1176 ,  -2291.718     ,  -2712.804     ,   263.0862    
        1177 ,  -2291.303     ,  -2712.390     ,   263.0862    
        1178 ,  -2291.302     ,  -2712.388     ,   263.0862    
        1179 ,  -2290.883     ,  -2711.969     ,   263.0862    
        1180 ,  -2290.883     ,  -2711.969     ,   263.0862    
        1181 ,  -2291.300     ,  -2712.386     ,   263.0862    
        1182 ,  -2291.714     ,  -2712.801     ,   263.0862    
        1183 ,  -2291.715     ,  -2712.802     ,   263.0862    
        1184 ,  -2291.302     ,  -2712.388     ,   263.0862    
        1185 ,  -2291.303     ,  -2712.389     ,   263.0862    
        1186 ,  -2290.888     ,  -2711.974     ,   263.0862    
        1187 ,  -2290.563     ,  -2711.649     ,   263.0862    
        1188 ,  -2290.148     ,  -2711.234     ,   263.0862    
        1189 ,  -2290.560     ,  -2711.646     ,   263.0862    
        1190 ,  -2290.144     ,  -2711.230     ,   263.0862    
        1191 ,  -2289.726     ,  -2710.812     ,   263.0862    
        1192 ,  -2289.309     ,  -2710.395     ,   263.0862    
        1193 ,  -2287.751     ,  -2708.837     ,   263.0862    
        1194 ,  -2287.338     ,  -2708.424     ,   263.0862    
        1195 ,  -2287.017     ,  -2708.103     ,   263.0862    
        1196 ,  -2285.041     ,  -2706.127     ,   263.0862    
        1197 ,  -2285.039     ,  -2706.125     ,   263.0862    
        1198 ,  -2284.626     ,  -2705.713     ,   263.0862    
        1199 ,  -2286.600     ,  -2707.687     ,   263.0862    
        1200 ,  -2286.602     ,  -2707.688     ,   263.0862    
        1201 ,  -2286.604     ,  -2707.690     ,   263.0862    
        1202 ,  -2288.576     ,  -2709.662     ,   263.0862    
        1203 ,  -2288.161     ,  -2709.248     ,   263.0862    
        1204 ,  -2289.719     ,  -2710.805     ,   263.0862    
        1205 ,  -2291.197     ,  -2712.283     ,   263.0862    
        1206 ,  -2292.443     ,  -2713.530     ,   263.0862    
        1207 ,  -2296.299     ,  -2717.385     ,   263.0862    
        1208 ,  -2298.687     ,  -2719.773     ,   263.0862    
        1209 ,  -2300.246     ,  -2721.332     ,   263.0862    
        1210 ,  -2301.805     ,  -2722.891     ,   263.0862    
        1211 ,  -2304.102     ,  -2725.188     ,   263.0862    
        1212 ,  -2307.224     ,  -2728.310     ,   263.0862    
        1213 ,  -2308.468     ,  -2729.554     ,   263.0862    
        1214 ,  -2309.618     ,  -2730.704     ,   263.0862    
        1215 ,  -2311.594     ,  -2732.680     ,   263.0862    
        1216 ,  -2313.887     ,  -2734.973     ,   263.0862    
        1217 ,  -2315.858     ,  -2736.944     ,   263.0862    
        1218 ,  -2315.858     ,  -2736.944     ,   263.0862    
        1219 ,  -2317.424     ,  -2738.510     ,   263.0862    
        1220 ,  -2317.842     ,  -2738.928     ,   263.0862    
        1221 ,  -2319.821     ,  -2740.907     ,   263.0862    
        1222 ,  -2320.232     ,  -2741.318     ,   263.0862    
        1223 ,  -2322.526     ,  -2743.612     ,   263.0862    
        1224 ,  -2323.351     ,  -2744.437     ,   263.0862    
        1225 ,  -2325.234     ,  -2746.320     ,   263.0862    
        1226 ,  -2325.647     ,  -2746.734     ,   263.0862    
        1227 ,  -2327.621     ,  -2748.708     ,   263.0862    
        1228 ,  -2327.621     ,  -2748.707     ,   263.0862    
        1229 ,  -2327.621     ,  -2748.708     ,   263.0862    
        1230 ,  -2330.748     ,  -2751.834     ,   263.0862    
        1231 ,  -2330.751     ,  -2751.837     ,   263.0862    
        1232 ,  -2331.167     ,  -2752.253     ,   263.0862    
        1233 ,  -2333.557     ,  -2754.643     ,   263.0862    
        1234 ,  -2333.146     ,  -2754.232     ,   263.0862    
        1235 ,  -2335.445     ,  -2756.531     ,   263.0862    
        1236 ,  -2335.122     ,  -2756.208     ,   263.0862    
        1237 ,  -2333.881     ,  -2754.967     ,   263.0862    
        1238 ,  -2334.704     ,  -2755.791     ,   263.0862    
        1239 ,  -2334.287     ,  -2755.373     ,   263.0862    
        1240 ,  -2334.282     ,  -2755.368     ,   263.0862    
        1241 ,  -2335.426     ,  -2756.512     ,   263.0862    
        1242 ,  -2335.009     ,  -2756.095     ,   263.0862    
        1243 ,  -2335.745     ,  -2756.831     ,   263.0862    
        1244 ,  -2335.423     ,  -2756.509     ,   263.0862    
        1245 ,  -2335.010     ,  -2756.096     ,   263.0862    
        1246 ,  -2334.599     ,  -2755.685     ,   263.0862    
        1247 ,  -2334.600     ,  -2755.686     ,   263.0862    
        1248 ,  -2335.012     ,  -2756.098     ,   263.0862    
        1249 ,  -2335.011     ,  -2756.097     ,   263.0862    
        1250 ,  -2335.010     ,  -2756.096     ,   263.0862    
        1251 ,  -2334.597     ,  -2755.683     ,   263.0862    
        1252 ,  -2334.597     ,  -2755.684     ,   263.0862    
        1253 ,  -2334.184     ,  -2755.270     ,   263.0862    
        1254 ,  -2334.184     ,  -2755.270     ,   263.0862    
        1255 ,  -2336.573     ,  -2757.659     ,   263.0862    
        1256 ,  -2336.573     ,  -2757.659     ,   263.0862    
        1257 ,  -2337.307     ,  -2758.393     ,   263.0862    
        1258 ,  -2336.987     ,  -2758.073     ,   263.0862    
        1259 ,  -2337.400     ,  -2758.487     ,   263.0862    
        1260 ,  -2336.990     ,  -2758.076     ,   263.0862    
        1261 ,  -2336.991     ,  -2758.078     ,   263.0862    
        1262 ,  -2337.404     ,  -2758.490     ,   263.0862    
        1263 ,  -2337.405     ,  -2758.491     ,   263.0862    
        1264 ,  -2339.381     ,  -2760.467     ,   263.0862    
        1265 ,  -2339.702     ,  -2760.788     ,   263.0862    
        1266 ,  -2340.116     ,  -2761.202     ,   263.0862    
        1267 ,  -2340.117     ,  -2761.203     ,   263.0862    
        1268 ,  -2342.507     ,  -2763.593     ,   263.0862    
        1269 ,  -2342.921     ,  -2764.007     ,   263.0862    
        1270 ,  -2343.243     ,  -2764.329     ,   263.0862    
        1271 ,  -2343.657     ,  -2764.744     ,   263.0862    
        1272 ,  -2344.070     ,  -2765.156     ,   263.0862    
        1273 ,  -2346.786     ,  -2767.872     ,   263.0862    
        1274 ,  -2347.201     ,  -2768.287     ,   263.0862    
        1275 ,  -2347.201     ,  -2768.287     ,   263.0862    
        1276 ,  -2347.613     ,  -2768.699     ,   263.0862    
        1277 ,  -2347.614     ,  -2768.700     ,   263.0862    
        1278 ,  -2347.615     ,  -2768.701     ,   263.0862    
        1279 ,  -2347.203     ,  -2768.289     ,   263.0862    
        1280 ,  -2347.615     ,  -2768.702     ,   263.0862    
        1281 ,  -2346.789     ,  -2767.875     ,   263.0862    
        1282 ,  -2347.200     ,  -2768.286     ,   263.0862    
        1283 ,  -2348.347     ,  -2769.433     ,   263.0862    
        1284 ,  -2350.734     ,  -2771.820     ,   263.0862    
        1285 ,  -2351.060     ,  -2772.146     ,   263.0862    
        1286 ,  -2351.061     ,  -2772.147     ,   263.0862    
        1287 ,  -2351.895     ,  -2772.981     ,   263.0862    
        1288 ,  -2351.154     ,  -2772.240     ,   263.0862    
        1289 ,  -2351.155     ,  -2772.241     ,   263.0862    
        1290 ,  -2351.157     ,  -2772.243     ,   263.0862    
        1291 ,  -2351.479     ,  -2772.565     ,   263.0862    
        1292 ,  -2353.050     ,  -2774.136     ,   263.0862    
        1293 ,  -2353.462     ,  -2774.548     ,   263.0862    
        1294 ,  -2353.459     ,  -2774.545     ,   263.0862    
        1295 ,  -2353.459     ,  -2774.545     ,   263.0862    
        1296 ,  -2353.044     ,  -2774.130     ,   263.0862    
        1297 ,  -2353.045     ,  -2774.131     ,   263.0862    
        1298 ,  -2352.627     ,  -2773.713     ,   263.0862    
        1299 ,  -2352.626     ,  -2773.712     ,   263.0862    
        1300 ,  -2352.209     ,  -2773.295     ,   263.0862    
        1301 ,  -2352.622     ,  -2773.708     ,   263.0862    
        1302 ,  -2352.622     ,  -2773.708     ,   263.0862    
        1303 ,  -2350.634     ,  -2771.720     ,   263.0862    
        1304 ,  -2350.312     ,  -2771.399     ,   263.0862    
        1305 ,  -2350.634     ,  -2771.720     ,   263.0862    
        1306 ,  -2350.634     ,  -2771.720     ,   263.0862    
        1307 ,  -2350.314     ,  -2771.401     ,   263.0862    
        1308 ,  -2349.903     ,  -2770.989     ,   263.0862    
        1309 ,  -2349.488     ,  -2770.574     ,   263.0862    
        1310 ,  -2349.896     ,  -2770.982     ,   263.0862    
        1311 ,  -2350.216     ,  -2771.302     ,   263.0862    
        1312 ,  -2350.218     ,  -2771.304     ,   263.0862    
        1313 ,  -2350.311     ,  -2771.397     ,   263.0862    
        1314 ,  -2350.634     ,  -2771.720     ,   263.0862    
        1315 ,  -2349.898     ,  -2770.985     ,   263.0862    
        1316 ,  -2348.749     ,  -2769.835     ,   263.0862    
        1317 ,  -2347.921     ,  -2769.007     ,   263.0862    
        1318 ,  -2347.503     ,  -2768.589     ,   263.0862    
        1319 ,  -2347.498     ,  -2768.584     ,   263.0862    
        1320 ,  -2347.495     ,  -2768.581     ,   263.0862    
        1321 ,  -2349.058     ,  -2770.144     ,   263.0862    
        1322 ,  -2349.473     ,  -2770.560     ,   263.0862    
        1323 ,  -2350.624     ,  -2771.710     ,   263.0862    
        1324 ,  -2350.628     ,  -2771.714     ,   263.0862    
        1325 ,  -2351.464     ,  -2772.550     ,   263.0862    
        1326 ,  -2349.072     ,  -2770.158     ,   263.0862    
        1327 ,  -2347.922     ,  -2769.008     ,   263.0862    
        1328 ,  -2346.355     ,  -2767.441     ,   263.0862    
        1329 ,  -2344.375     ,  -2765.461     ,   263.0862    
        1330 ,  -2343.128     ,  -2764.215     ,   263.0862    
        1331 ,  -2342.387     ,  -2763.473     ,   263.0862    
        1332 ,  -2340.407     ,  -2761.493     ,   263.0862    
        1333 ,  -2340.406     ,  -2761.492     ,   263.0862    
        1334 ,  -2340.729     ,  -2761.816     ,   263.0862    
        1335 ,  -2340.729     ,  -2761.816     ,   263.0862    
        1336 ,  -2340.728     ,  -2761.814     ,   263.0862    
        1337 ,  -2339.164     ,  -2760.250     ,   263.0862    
        1338 ,  -2339.574     ,  -2760.660     ,   263.0862    
        1339 ,  -2339.574     ,  -2760.661     ,   263.0862    
        1340 ,  -2338.018     ,  -2759.104     ,   263.0862    
        1341 ,  -2338.022     ,  -2759.108     ,   263.0862    
        1342 ,  -2338.438     ,  -2759.524     ,   263.0862    
        1343 ,  -2338.027     ,  -2759.113     ,   263.0862    
        1344 ,  -2336.143     ,  -2757.229     ,   263.0862    
        1345 ,  -2335.729     ,  -2756.815     ,   263.0862    
        1346 ,  -2334.899     ,  -2755.986     ,   263.0862    
        1347 ,  -2334.484     ,  -2755.570     ,   263.0862    
        1348 ,  -2334.480     ,  -2755.566     ,   263.0862    
        1349 ,  -2332.914     ,  -2754.000     ,   263.0862    
        1350 ,  -2332.499     ,  -2753.585     ,   263.0862    
        1351 ,  -2333.324     ,  -2754.410     ,   263.0862    
        1352 ,  -2334.474     ,  -2755.561     ,   263.0862    
        1353 ,  -2334.889     ,  -2755.975     ,   263.0862    
        1354 ,  -2333.744     ,  -2754.830     ,   263.0862    
        1355 ,  -2333.748     ,  -2754.834     ,   263.0862    
        1356 ,  -2332.603     ,  -2753.689     ,   263.0862    
        1357 ,  -2333.019     ,  -2754.105     ,   263.0862    
        1358 ,  -2331.046     ,  -2752.133     ,   263.0862    
        1359 ,  -2331.047     ,  -2752.134     ,   263.0862    
        1360 ,  -2329.073     ,  -2750.160     ,   263.0862    
        1361 ,  -2328.656     ,  -2749.743     ,   263.0862    
        1362 ,  -2328.654     ,  -2749.740     ,   263.0862    
        1363 ,  -2328.652     ,  -2749.738     ,   263.0862    
        1364 ,  -2328.650     ,  -2749.736     ,   263.0862    
        1365 ,  -2329.064     ,  -2750.150     ,   263.0862    
        1366 ,  -2329.385     ,  -2750.472     ,   263.0862    
        1367 ,  -2329.799     ,  -2750.885     ,   263.0862    
        1368 ,  -2327.917     ,  -2749.003     ,   263.0862    
        1369 ,  -2329.480     ,  -2750.567     ,   263.0862    
        1370 ,  -2329.481     ,  -2750.567     ,   263.0862    
        1371 ,  -2329.481     ,  -2750.567     ,   263.0862    
        1372 ,  -2329.801     ,  -2750.887     ,   263.0862    
        1373 ,  -2329.798     ,  -2750.885     ,   263.0862    
        1374 ,  -2329.797     ,  -2750.883     ,   263.0862    
        1375 ,  -2329.797     ,  -2750.883     ,   263.0862    
        1376 ,  -2329.798     ,  -2750.885     ,   263.0862    
        1377 ,  -2330.215     ,  -2751.301     ,   263.0862    
        1378 ,  -2330.216     ,  -2751.302     ,   263.0862    
        1379 ,  -2329.802     ,  -2750.888     ,   263.0862    
        1380 ,  -2330.216     ,  -2751.302     ,   263.0862    
        1381 ,  -2329.801     ,  -2750.887     ,   263.0862    
        1382 ,  -2330.216     ,  -2751.302     ,   263.0862    
        1383 ,  -2329.800     ,  -2750.886     ,   263.0862    
        1384 ,  -2330.214     ,  -2751.301     ,   263.0862    
        1385 ,  -2328.238     ,  -2749.324     ,   263.0862    
        1386 ,  -2328.239     ,  -2749.325     ,   263.0862    
        1387 ,  -2327.917     ,  -2749.004     ,   263.0862    
        1388 ,  -2327.917     ,  -2749.004     ,   263.0862    
        1389 ,  -2327.917     ,  -2749.003     ,   263.0862    
        1390 ,  -2327.916     ,  -2749.002     ,   263.0862    
        1391 ,  -2325.939     ,  -2747.026     ,   263.0862    
        1392 ,  -2326.260     ,  -2747.346     ,   263.0862    
        1393 ,  -2325.938     ,  -2747.024     ,   263.0862    
        1394 ,  -2325.938     ,  -2747.024     ,   263.0862    
        1395 ,  -2326.260     ,  -2747.346     ,   263.0862    
        1396 ,  -2327.823     ,  -2748.909     ,   263.0862    
        1397 ,  -2326.673     ,  -2747.759     ,   263.0862    
        1398 ,  -2326.675     ,  -2747.761     ,   263.0862    
        1399 ,  -2326.677     ,  -2747.763     ,   263.0862    
        1400 ,  -2326.355     ,  -2747.441     ,   263.0862    
        1401 ,  -2326.677     ,  -2747.763     ,   263.0862    
        1402 ,  -2326.674     ,  -2747.760     ,   263.0862    
        1403 ,  -2326.671     ,  -2747.757     ,   263.0862    
        1404 ,  -2324.695     ,  -2745.781     ,   263.0862    
        1405 ,  -2325.107     ,  -2746.193     ,   263.0862    
        1406 ,  -2325.108     ,  -2746.194     ,   263.0862    
        1407 ,  -2325.936     ,  -2747.022     ,   263.0862    
        1408 ,  -2325.940     ,  -2747.026     ,   263.0862    
        1409 ,  -2326.355     ,  -2747.442     ,   263.0862    
        1410 ,  -2325.118     ,  -2746.204     ,   263.0862    
        1411 ,  -2325.118     ,  -2746.204     ,   263.0862    
        1412 ,  -2325.531     ,  -2746.617     ,   263.0862    
        1413 ,  -2325.529     ,  -2746.615     ,   263.0862    
        1414 ,  -2325.942     ,  -2747.028     ,   263.0862    
        1415 ,  -2325.943     ,  -2747.029     ,   263.0862    
        1416 ,  -2325.945     ,  -2747.031     ,   263.0862    
        1417 ,  -2324.384     ,  -2745.470     ,   263.0862    
        1418 ,  -2324.797     ,  -2745.883     ,   263.0862    
        1419 ,  -2324.384     ,  -2745.470     ,   263.0862    
        1420 ,  -2324.797     ,  -2745.883     ,   263.0862    
        1421 ,  -2323.235     ,  -2744.321     ,   263.0862    
        1422 ,  -2323.234     ,  -2744.320     ,   263.0862    
        1423 ,  -2322.819     ,  -2743.905     ,   263.0862    
        1424 ,  -2322.819     ,  -2743.906     ,   263.0862    
        1425 ,  -2322.406     ,  -2743.493     ,   263.0862    
        1426 ,  -2321.257     ,  -2742.344     ,   263.0862    
        1427 ,  -2321.577     ,  -2742.663     ,   263.0862    
        1428 ,  -2322.402     ,  -2743.488     ,   263.0862    
        1429 ,  -2321.990     ,  -2743.076     ,   263.0862    
        1430 ,  -2319.695     ,  -2740.781     ,   263.0862    
        1431 ,  -2319.281     ,  -2740.368     ,   263.0862    
        1432 ,  -2319.694     ,  -2740.780     ,   263.0862    
        1433 ,  -2318.038     ,  -2739.124     ,   263.0862    
        1434 ,  -2318.038     ,  -2739.124     ,   263.0862    
        1435 ,  -2318.451     ,  -2739.537     ,   263.0862    
        1436 ,  -2318.037     ,  -2739.123     ,   263.0862    
        1437 ,  -2318.038     ,  -2739.124     ,   263.0862    
        1438 ,  -2316.569     ,  -2737.656     ,   263.0862    
        1439 ,  -2315.332     ,  -2736.418     ,   263.0862    
        1440 ,  -2315.332     ,  -2736.418     ,   263.0862    
        1441 ,  -2315.742     ,  -2736.828     ,   263.0862    
        1442 ,  -2316.154     ,  -2737.240     ,   263.0862    
        1443 ,  -2313.767     ,  -2734.853     ,   263.0862    
        1444 ,  -2315.330     ,  -2736.416     ,   263.0862    
        1445 ,  -2313.032     ,  -2734.119     ,   263.0862    
        1446 ,  -2312.620     ,  -2733.706     ,   263.0862    
        1447 ,  -2312.620     ,  -2733.706     ,   263.0862    
        1448 ,  -2312.618     ,  -2733.704     ,   263.0862    
        1449 ,  -2311.789     ,  -2732.875     ,   263.0862    
        1450 ,  -2312.200     ,  -2733.286     ,   263.0862    
        1451 ,  -2309.813     ,  -2730.899     ,   263.0862    
        1452 ,  -2309.815     ,  -2730.901     ,   263.0862    
        1453 ,  -2309.494     ,  -2730.580     ,   263.0862    
        1454 ,  -2309.817     ,  -2730.903     ,   263.0862    
        1455 ,  -2309.494     ,  -2730.581     ,   263.0862    
        1456 ,  -2310.230     ,  -2731.316     ,   263.0862    
        1457 ,  -2308.253     ,  -2729.339     ,   263.0862    
        1458 ,  -2309.081     ,  -2730.167     ,   263.0862    
        1459 ,  -2311.788     ,  -2732.874     ,   263.0862    
        1460 ,  -2310.641     ,  -2731.727     ,   263.0862    
        1461 ,  -2313.354     ,  -2734.440     ,   263.0862    
        1462 ,  -2314.598     ,  -2735.685     ,   263.0862    
        1463 ,  -2316.578     ,  -2737.664     ,   263.0862    
        1464 ,  -2315.434     ,  -2736.520     ,   263.0862    
        1465 ,  -2313.873     ,  -2734.959     ,   263.0862    
        1466 ,  -2312.215     ,  -2733.301     ,   263.0862    
        1467 ,  -2310.641     ,  -2731.727     ,   263.0862    
        1468 ,  -2309.804     ,  -2730.890     ,   263.0862    
        1469 ,  -2308.558     ,  -2729.644     ,   263.0862    
        1470 ,  -2307.408     ,  -2728.494     ,   263.0862    
        1471 ,  -2305.435     ,  -2726.521     ,   263.0862    
        1472 ,  -2304.705     ,  -2725.791     ,   263.0862    
        1473 ,  -2304.387     ,  -2725.473     ,   263.0862    
        1474 ,  -2303.563     ,  -2724.650     ,   263.0862    
        1475 ,  -2303.564     ,  -2724.650     ,   263.0862    
        1476 ,  -2302.826     ,  -2723.912     ,   263.0862    
        1477 ,  -2301.997     ,  -2723.083     ,   263.0862    
        1478 ,  -2303.968     ,  -2725.054     ,   263.0862    
        1479 ,  -2301.990     ,  -2723.077     ,   263.0862    
        1480 ,  -2303.552     ,  -2724.638     ,   263.0862    
        1481 ,  -2304.705     ,  -2725.792     ,   263.0862    
        1482 ,  -2304.709     ,  -2725.795     ,   263.0862    
        1483 ,  -2304.711     ,  -2725.797     ,   263.0862    
        1484 ,  -2305.547     ,  -2726.634     ,   263.0862    
        1485 ,  -2305.966     ,  -2727.052     ,   263.0862    
        1486 ,  -2305.644     ,  -2726.730     ,   263.0862    
        1487 ,  -2303.672     ,  -2724.758     ,   263.0862    
        1488 ,  -2303.257     ,  -2724.343     ,   263.0862    
        1489 ,  -2302.838     ,  -2723.924     ,   263.0862    
        1490 ,  -2302.420     ,  -2723.506     ,   263.0862    
        1491 ,  -2301.681     ,  -2722.767     ,   263.0862    
        1492 ,  -2300.439     ,  -2721.526     ,   263.0862    
        1493 ,  -2300.852     ,  -2721.938     ,   263.0862    
        1494 ,  -2299.705     ,  -2720.792     ,   263.0862    
        1495 ,  -2298.881     ,  -2719.968     ,   263.0862    
        1496 ,  -2298.466     ,  -2719.552     ,   263.0862    
        1497 ,  -2296.488     ,  -2717.574     ,   263.0862    
        1498 ,  -2295.746     ,  -2716.833     ,   263.0862    
        1499 ,  -2295.743     ,  -2716.829     ,   263.0862    
        1500 ,  -2296.478     ,  -2717.564     ,   263.0862    
        1501 ,  -2297.302     ,  -2718.388     ,   263.0862    
        1502 ,  -2297.627     ,  -2718.713     ,   263.0862    
        1503 ,  -2297.628     ,  -2718.714     ,   263.0862    
        1504 ,  -2299.602     ,  -2720.688     ,   263.0862    
        1505 ,  -2299.603     ,  -2720.689     ,   263.0862    
        1506 ,  -2299.283     ,  -2720.370     ,   263.0862    
        1507 ,  -2298.872     ,  -2719.958     ,   263.0862    
        1508 ,  -2298.458     ,  -2719.544     ,   263.0862    
        1509 ,  -2298.454     ,  -2719.540     ,   263.0862    
        1510 ,  -2298.453     ,  -2719.539     ,   263.0862    
        1511 ,  -2298.454     ,  -2719.540     ,   263.0862    
        1512 ,  -2299.188     ,  -2720.275     ,   263.0862    
        1513 ,  -2299.186     ,  -2720.272     ,   263.0862    
        1514 ,  -2300.332     ,  -2721.418     ,   263.0862    
        1515 ,  -2297.624     ,  -2718.710     ,   263.0862    
        1516 ,  -2296.889     ,  -2717.975     ,   263.0862    
        1517 ,  -2298.452     ,  -2719.538     ,   263.0862    
        1518 ,  -2298.865     ,  -2719.951     ,   263.0862    
        1519 ,  -2298.448     ,  -2719.534     ,   263.0862    
        1520 ,  -2298.033     ,  -2719.120     ,   263.0862    
        1521 ,  -2298.032     ,  -2719.118     ,   263.0862    
        1522 ,  -2298.765     ,  -2719.851     ,   263.0862    
        1523 ,  -2299.587     ,  -2720.674     ,   263.0862    
        1524 ,  -2299.589     ,  -2720.675     ,   263.0862    
        1525 ,  -2299.181     ,  -2720.267     ,   263.0862    
        1526 ,  -2299.184     ,  -2720.270     ,   263.0862    
        1527 ,  -2300.009     ,  -2721.095     ,   263.0862    
        1528 ,  -2300.005     ,  -2721.091     ,   263.0862    
        1529 ,  -2299.176     ,  -2720.262     ,   263.0862    
        1530 ,  -2298.764     ,  -2719.850     ,   263.0862    
        1531 ,  -2298.029     ,  -2719.115     ,   263.0862    
        1532 ,  -2297.202     ,  -2718.288     ,   263.0862    
        1533 ,  -2298.027     ,  -2719.113     ,   263.0862    
        1534 ,  -2296.783     ,  -2717.870     ,   263.0862    
        1535 ,  -2297.606     ,  -2718.692     ,   263.0862    
        1536 ,  -2300.310     ,  -2721.396     ,   263.0862    
        1537 ,  -2301.458     ,  -2722.544     ,   263.0862    
        1538 ,  -2304.587     ,  -2725.673     ,   263.0862    
        1539 ,  -2306.979     ,  -2728.065     ,   263.0862    
        1540 ,  -2307.398     ,  -2728.485     ,   263.0862    
        1541 ,  -2308.138     ,  -2729.224     ,   263.0862    
        1542 ,  -2309.792     ,  -2730.878     ,   263.0862    
        1543 ,  -2308.966     ,  -2730.052     ,   263.0862    
        1544 ,  -2308.960     ,  -2730.046     ,   263.0862    
        1545 ,  -2310.513     ,  -2731.599     ,   263.0862    
        1546 ,  -2310.095     ,  -2731.182     ,   263.0862    
        1547 ,  -2310.411     ,  -2731.497     ,   263.0862    
        1548 ,  -2309.997     ,  -2731.083     ,   263.0862    
        1549 ,  -2311.970     ,  -2733.057     ,   263.0862    
        1550 ,  -2311.972     ,  -2733.058     ,   263.0862    
        1551 ,  -2311.974     ,  -2733.061     ,   263.0862    
        1552 ,  -2314.365     ,  -2735.451     ,   263.0862    
        1553 ,  -2313.955     ,  -2735.042     ,   263.0862    
        1554 ,  -2313.958     ,  -2735.044     ,   263.0862    
        1555 ,  -2314.371     ,  -2735.457     ,   263.0862    
        1556 ,  -2314.782     ,  -2735.868     ,   263.0862    
        1557 ,  -2317.077     ,  -2738.163     ,   263.0862    
        1558 ,  -2317.491     ,  -2738.577     ,   263.0862    
        1559 ,  -2317.495     ,  -2738.581     ,   263.0862    
        1560 ,  -2319.475     ,  -2740.561     ,   263.0862    
        1561 ,  -2319.888     ,  -2740.974     ,   263.0862    
        1562 ,  -2321.034     ,  -2742.121     ,   263.0862    
        1563 ,  -2320.619     ,  -2741.705     ,   263.0862    
