 time,Q,Q_aero,Q_solar
           1 ,   606.9119     ,   231.9084     ,   217.0035    
           2 ,   606.9124     ,   231.9084     ,   217.0040    
           3 ,   606.9125     ,   231.9084     ,   217.0041    
           4 ,   606.9127     ,   231.9084     ,   217.0043    
           5 ,   606.9130     ,   231.9084     ,   217.0047    
           6 ,   606.9136     ,   231.9084     ,   217.0052    
           7 ,   606.9139     ,   231.9084     ,   217.0055    
           8 ,   606.9146     ,   231.9084     ,   217.0061    
           9 ,   606.9149     ,   231.9083     ,   217.0065    
          10 ,   606.9152     ,   231.9083     ,   217.0069    
          11 ,   606.9158     ,   231.9083     ,   217.0075    
          12 ,   606.9162     ,   231.9083     ,   217.0079    
          13 ,   606.9169     ,   231.9083     ,   217.0086    
          14 ,   606.9175     ,   231.9083     ,   217.0092    
          15 ,   606.9172     ,   231.9083     ,   217.0089    
          16 ,   606.9198     ,   231.9082     ,   217.0115    
          17 ,   359.9607     ,  -15.09479     ,   217.0555    
          18 ,   353.3435     ,  -21.78555     ,   217.1291    
          19 ,   348.3607     ,  -26.81630     ,   217.1770    
          20 ,   344.8697     ,  -30.34152     ,   217.2112    
          21 ,   342.0783     ,  -33.18189     ,   217.2602    
          22 ,   337.5124     ,  -37.80836     ,   217.3208    
          23 ,   332.8289     ,  -42.55470     ,   217.3836    
          24 ,   328.5492     ,  -46.89805     ,   217.4472    
          25 ,   327.1132     ,  -48.39961     ,   217.5128    
          26 ,   320.5237     ,  -55.05437     ,   217.5781    
          27 ,   317.4654     ,  -58.18009     ,   217.6455    
          28 ,   313.2013     ,  -62.51833     ,   217.7196    
          29 ,   311.3853     ,  -64.42631     ,   217.8116    
          30 ,   307.1552     ,  -68.76796     ,   217.9231    
          31 ,   304.5624     ,  -71.48895     ,   218.0514    
          32 ,   301.3011     ,  -74.89703     ,   218.1982    
          33 ,   300.2610     ,  -76.11208     ,   218.3731    
          34 ,   300.9866     ,  -75.58540     ,   218.5721    
          35 ,   303.2317     ,  -73.55688     ,   218.7886    
          36 ,   303.1780     ,  -73.84084     ,   219.0188    
          37 ,   303.4181     ,  -73.83920     ,   219.2573    
          38 ,   303.7840     ,  -73.71764     ,   219.5016    
          39 ,   304.4392     ,  -73.31055     ,   219.7498    
          40 ,   306.0242     ,  -71.97289     ,   219.9971    
          41 ,   307.0809     ,  -71.16051     ,   220.2415    
          42 ,   307.8480     ,  -70.63367     ,   220.4817    
          43 ,   308.4918     ,  -70.22428     ,   220.7161    
          44 ,   309.6511     ,  -69.29224     ,   220.9433    
          45 ,   310.6827     ,  -68.48013     ,   221.1629    
          46 ,   310.6133     ,  -68.76291     ,   221.3762    
          47 ,   312.4431     ,  -67.14034     ,   221.5834    
          48 ,   312.6466     ,  -67.13899     ,   221.7856    
          49 ,   312.5607     ,  -67.42188     ,   221.9826    
          50 ,   312.8756     ,  -67.30071     ,   222.1764    
          51 ,   313.4722     ,  -66.89539     ,   222.3676    
          52 ,   312.5651     ,  -67.99126     ,   222.5564    
          53 ,   310.8432     ,  -69.89883     ,   222.7420    
          54 ,   311.4342     ,  -69.48981     ,   222.9240    
          55 ,   309.7017     ,  -71.39735     ,   223.0991    
          56 ,   307.9605     ,  -73.30244     ,   223.2629    
          57 ,   305.5136     ,  -75.89941     ,   223.4130    
          58 ,   302.5298     ,  -79.02267     ,   223.5525    
          59 ,   299.5374     ,  -82.14716     ,   223.6846    
          60 ,   296.5420     ,  -85.26914     ,   223.8111    
          61 ,   293.2572     ,  -88.67647     ,   223.9337    
          62 ,   288.6272     ,  -93.42537     ,   224.0525    
          63 ,   285.3367     ,  -96.83260     ,   224.1693    
          64 ,   281.1196     ,  -101.1700     ,   224.2895    
          65 ,   278.1223     ,  -104.2977     ,   224.4200    
          66 ,   276.3596     ,  -106.2035     ,   224.5630    
          67 ,   274.3249     ,  -108.3944     ,   224.7193    
          68 ,   272.5897     ,  -110.2985     ,   224.8882    
          69 ,   273.5791     ,  -109.4860     ,   225.0651    
          70 ,   273.0682     ,  -110.1744     ,   225.2426    
          71 ,   272.1472     ,  -111.2692     ,   225.4164    
          72 ,   269.9990     ,  -113.5820     ,   225.5810    
          73 ,   268.2457     ,  -115.4873     ,   225.7330    
          74 ,   265.2638     ,  -118.6105     ,   225.8742    
          75 ,   262.6758     ,  -121.3310     ,   226.0069    
          76 ,   259.3925     ,  -124.7384     ,   226.1309    
          77 ,   255.1702     ,  -129.0783     ,   226.2485    
          78 ,   249.1566     ,  -135.2043     ,   226.3609    
          79 ,   242.1698     ,  -142.2997     ,   226.4695    
          80 ,   238.4641     ,  -146.1146     ,   226.5787    
          81 ,   233.8362     ,  -150.8556     ,   226.6918    
          82 ,   228.9195     ,  -155.8892     ,   226.8087    
          83 ,   222.3833     ,  -162.5432     ,   226.9265    
          84 ,   221.8164     ,  -163.2338     ,   227.0502    
          85 ,   219.6315     ,  -165.5460     ,   227.1775    
          86 ,   213.5139     ,  -171.7942     ,   227.3082    
          87 ,   209.0254     ,  -176.4181     ,   227.4436    
          88 ,   205.7534     ,  -179.8278     ,   227.5812    
          89 ,   199.2392     ,  -186.4818     ,   227.7210    
          90 ,   195.1591     ,  -190.7038     ,   227.8629    
          91 ,   189.8628     ,  -196.1410     ,   228.0038    
          92 ,   183.3513     ,  -202.7945     ,   228.1459    
          93 ,   181.3017     ,  -204.9870     ,   228.2886    
          94 ,   178.7255     ,  -207.7055     ,   228.4310    
          95 ,   177.3666     ,  -209.2062     ,   228.5728    
          96 ,   175.6035     ,  -211.1107     ,   228.7142    
          97 ,   175.0567     ,  -211.7999     ,   228.8566    
          98 ,   174.3919     ,  -212.6076     ,   228.9995    
          99 ,   171.9358     ,  -215.2047     ,   229.1405    
         100 ,   171.6740     ,  -215.6073     ,   229.2813    
         101 ,   169.2171     ,  -218.2079     ,   229.4250    
         102 ,   168.6700     ,  -218.8969     ,   229.5669    
         103 ,   165.6855     ,  -222.0186     ,   229.7041    
         104 ,   166.3541     ,  -221.4912     ,   229.8453    
         105 ,   163.3779     ,  -224.6113     ,   229.9892    
         106 ,   161.2100     ,  -226.9213     ,   230.1313    
         107 ,   156.3168     ,  -231.9540     ,   230.2708    
         108 ,   156.1742     ,  -232.2376     ,   230.4118    
         109 ,   149.6661     ,  -238.8935     ,   230.5596    
         110 ,   151.1418     ,  -237.5546     ,   230.6965    
         111 ,   149.7930     ,  -239.0516     ,   230.8446    
         112 ,   145.7184     ,  -243.2746     ,   230.9931    
         113 ,   140.4159     ,  -248.7092     ,   231.1252    
         114 ,   145.7053     ,  -243.5528     ,   231.2582    
         115 ,   148.6852     ,  -240.7089     ,   231.3941    
         116 ,   144.1876     ,  -245.3347     ,   231.5223    
         117 ,   141.1947     ,  -248.4554     ,   231.6501    
         118 ,   138.6036     ,  -251.1747     ,   231.7783    
         119 ,   138.4505     ,  -251.4581     ,   231.9086    
         120 ,   130.4262     ,  -259.6165     ,   232.0427    
         121 ,   129.0600     ,  -261.1144     ,   232.1744    
         122 ,   122.6167     ,  -267.6862     ,   232.3030    
         123 ,   117.7175     ,  -272.7172     ,   232.4347    
         124 ,   115.1385     ,  -275.4294     ,   232.5679    
         125 ,   106.4131     ,  -284.2834     ,   232.6965    
         126 ,   97.15924     ,  -293.6620     ,   232.8213    
         127 ,   98.51224     ,  -292.4408     ,   232.9531    
         128 ,   79.19652     ,  -311.8908     ,   233.0873    
         129 ,   76.61304     ,  -314.6071     ,   233.2202    
         130 ,   73.75862     ,  -317.6116     ,   233.3702    
         131 ,   65.32622     ,  -326.1765     ,   233.5028    
         132 ,   44.35844     ,  -347.2537     ,   233.6121    
         133 ,   44.87065     ,  -346.8439     ,   233.7145    
         134 ,   29.07370     ,  -362.7708     ,   233.8445    
         135 ,   22.94194     ,  -369.0198     ,   233.9618    
         136 ,   13.82065     ,  -378.2821     ,   234.1028    
         137 ,  0.3423309     ,  -391.9275     ,   234.2698    
         138 ,  -1.416550     ,  -393.8316     ,   234.4151    
         139 ,   5.581863     ,  -387.0279     ,   234.6098    
         140 ,  -2.679642     ,  -395.4919     ,   234.8123    
         141 ,  -13.79974     ,  -406.7770     ,   234.9773    
         142 ,  -22.88441     ,  -416.0414     ,   235.1570    
         143 ,  -28.41594     ,  -421.7669     ,   235.3510    
         144 ,  -34.75223     ,  -428.3027     ,   235.5505    
         145 ,  -35.22054     ,  -428.9843     ,   235.7637    
         146 ,  -37.59058     ,  -431.5803     ,   235.9897    
         147 ,  -40.64989     ,  -434.8673     ,   236.2174    
         148 ,  -44.64120     ,  -439.0811     ,   236.4398    
         149 ,  -49.73993     ,  -444.4016     ,   236.6616    
         150 ,  -50.48772     ,  -445.3714     ,   236.8837    
         151 ,  -50.54005     ,  -445.6439     ,   237.1038    
         152 ,  -50.07719     ,  -445.3970     ,   237.3198    
         153 ,  -47.41705     ,  -442.9489     ,   237.5318    
         154 ,  -48.58983     ,  -444.3253     ,   237.7355    
         155 ,  -50.99242     ,  -446.9203     ,   237.9279    
         156 ,  -53.39862     ,  -449.5142     ,   238.1156    
         157 ,  -57.31419     ,  -453.6180     ,   238.3038    
         158 ,  -61.33562     ,  -457.8322     ,   238.4966    
         159 ,  -67.68156     ,  -464.3695     ,   238.6879    
         160 ,  -73.90871     ,  -470.7869     ,   238.8782    
         161 ,  -79.43735     ,  -476.5111     ,   239.0738    
         162 ,  -84.95715     ,  -482.2332     ,   239.2761    
         163 ,  -89.25945     ,  -486.7384     ,   239.4789    
         164 ,  -92.75139     ,  -490.4327     ,   239.6813    
         165 ,  -95.95193     ,  -493.8377     ,   239.8858    
         166 ,  -95.90387     ,  -493.9944     ,   240.0905    
         167 ,  -95.97859     ,  -494.2661     ,   240.2875    
         168 ,  -95.94928     ,  -494.4240     ,   240.4747    
         169 ,  -101.0894     ,  -499.7433     ,   240.6539    
         170 ,  -104.3251     ,  -503.1522     ,   240.8270    
         171 ,  -105.1268     ,  -504.1215     ,   240.9947    
         172 ,  -107.5507     ,  -506.7137     ,   241.1630    
         173 ,  -107.6502     ,  -506.9864     ,   241.3362    
         174 ,  -110.0813     ,  -509.5968     ,   241.5155    
         175 ,  -110.8834     ,  -510.5790     ,   241.6956    
         176 ,  -113.5908     ,  -513.4664     ,   241.8757    
         177 ,  -116.4052     ,  -516.4631     ,   242.0578    
         178 ,  -118.4075     ,  -518.6501     ,   242.2426    
         179 ,  -117.9721     ,  -518.4024     ,   242.4303    
         180 ,  -118.0541     ,  -518.6735     ,   242.6193    
         181 ,  -114.8862     ,  -515.6964     ,   242.8101    
         182 ,  -111.0309     ,  -512.0279     ,   242.9969    
         183 ,  -107.1591     ,  -508.3311     ,   243.1720    
         184 ,  -106.0498     ,  -507.3862     ,   243.3364    
         185 ,  -106.4676     ,  -507.9576     ,   243.4900    
         186 ,  -109.3501     ,  -510.9867     ,   243.6366    
         187 ,  -111.8104     ,  -513.5849     ,   243.7745    
         188 ,  -113.0524     ,  -514.9626     ,   243.9103    
         189 ,  -116.7202     ,  -518.7697     ,   244.0495    
         190 ,  -119.8658     ,  -522.0605     ,   244.1946    
         191 ,  -121.9067     ,  -524.2499     ,   244.3432    
         192 ,  -122.0263     ,  -524.5228     ,   244.4966    
         193 ,  -126.7753     ,  -529.4311     ,   244.6558    
         194 ,  -130.3040     ,  -533.1242     ,   244.8202    
         195 ,  -135.0516     ,  -538.0349     ,   244.9832    
         196 ,  -136.9607     ,  -540.1066     ,   245.1459    
         197 ,  -141.2942     ,  -544.6069     ,   245.3127    
         198 ,  -150.3801     ,  -553.8627     ,   245.4826    
         199 ,  -153.0922     ,  -556.7435     ,   245.6513    
         200 ,  -158.5267     ,  -562.3486     ,   245.8219    
         201 ,  -159.3200     ,  -563.3152     ,   245.9953    
         202 ,  -157.3797     ,  -561.5537     ,   246.1740    
         203 ,  -158.1589     ,  -562.5184     ,   246.3594    
         204 ,  -162.0639     ,  -566.6112     ,   246.5473    
         205 ,  -159.7136     ,  -564.4442     ,   246.7307    
         206 ,  -156.1543     ,  -561.0620     ,   246.9077    
         207 ,  -149.8737     ,  -554.9550     ,   247.0813    
         208 ,  -147.5408     ,  -552.7901     ,   247.2493    
         209 ,  -143.7111     ,  -549.1187     ,   247.4076    
         210 ,  -130.5029     ,  -536.0621     ,   247.5592    
         211 ,  -122.3389     ,  -528.0477     ,   247.7088    
         212 ,  -118.1201     ,  -523.9726     ,   247.8525    
         213 ,  -117.4521     ,  -523.4357     ,   247.9836    
         214 ,  -119.1103     ,  -525.2199     ,   248.1096    
         215 ,  -121.1686     ,  -527.4053     ,   248.2367    
         216 ,  -138.7528     ,  -545.1171     ,   248.3643    
         217 ,  -160.2801     ,  -566.7744     ,   248.4942    
         218 ,  -176.2399     ,  -582.8702     ,   248.6303    
         219 ,  -193.1210     ,  -599.8931     ,   248.7721    
         220 ,  -204.4362     ,  -611.3535     ,   248.9172    
         221 ,  -198.1837     ,  -605.2437     ,   249.0600    
         222 ,  -167.5473     ,  -574.7386     ,   249.1913    
         223 ,  -149.7455     ,  -557.0475     ,   249.3020    
         224 ,  -150.3351     ,  -557.7294     ,   249.3943    
         225 ,  -166.4741     ,  -573.9476     ,   249.4735    
         226 ,  -187.6573     ,  -595.2065     ,   249.5492    
         227 ,  -175.7502     ,  -583.3738     ,   249.6237    
         228 ,  -168.9972     ,  -576.6962     ,   249.6990    
         229 ,  -137.7333     ,  -545.5096     ,   249.7763    
         230 ,  -117.2542     ,  -525.1099     ,   249.8557    
         231 ,  -101.5198     ,  -509.4531     ,   249.9333    
         232 ,  -91.21577     ,  -499.2244     ,   250.0086    
         233 ,  -83.65567     ,  -491.7444     ,   250.0887    
         234 ,  -76.08942     ,  -484.2650     ,   250.1756    
         235 ,  -71.23573     ,  -479.5054     ,   250.2697    
         236 ,  -68.69060     ,  -477.0616     ,   250.3710    
         237 ,  -69.14792     ,  -477.6265     ,   250.4785    
         238 ,  -73.93509     ,  -482.5266     ,   250.5915    
         239 ,  -77.91173     ,  -486.6228     ,   250.7111    
         240 ,  -83.79160     ,  -492.6270     ,   250.8354    
         241 ,  -88.85648     ,  -497.8181     ,   250.9616    
         242 ,  -95.95000     ,  -505.0402     ,   251.0902    
         243 ,  -101.0441     ,  -510.2641     ,   251.2200    
         244 ,  -102.6920     ,  -512.0417     ,   251.3498    
         245 ,  -106.9401     ,  -516.4172     ,   251.4771    
         246 ,  -109.4064     ,  -519.0062     ,   251.5998    
         247 ,  -111.7643     ,  -521.4814     ,   251.7170    
         248 ,  -113.0272     ,  -522.8559     ,   251.8287    
         249 ,  -121.6506     ,  -531.5855     ,   251.9350    
         250 ,  -126.8629     ,  -536.8986     ,   252.0356    
         251 ,  -131.2630     ,  -541.3981     ,   252.1351    
         252 ,  -137.1682     ,  -547.4054     ,   252.2372    
         253 ,  -141.9705     ,  -552.3119     ,   252.3414    
         254 ,  -147.4666     ,  -557.9129     ,   252.4464    
         255 ,  -152.9620     ,  -563.5146     ,   252.5526    
         256 ,  -159.2652     ,  -569.9250     ,   252.6599    
         257 ,  -166.3806     ,  -577.1481     ,   252.7675    
         258 ,  -172.2755     ,  -583.1504     ,   252.8750    
         259 ,  -178.4698     ,  -589.4513     ,   252.9814    
         260 ,  -185.9911     ,  -597.0779     ,   253.0868    
         261 ,  -195.0241     ,  -606.2140     ,   253.1898    
         262 ,  -202.0298     ,  -613.3214     ,   253.2915    
         263 ,  -210.2510     ,  -621.6436     ,   253.3927    
         264 ,  -217.7838     ,  -629.2765     ,   253.4927    
         265 ,  -222.1069     ,  -633.6996     ,   253.5927    
         266 ,  -228.7028     ,  -640.3975     ,   253.6947    
         267 ,  -238.5507     ,  -650.3481     ,   253.7975    
         268 ,  -240.9149     ,  -652.8165     ,   253.9017    
         269 ,  -245.1985     ,  -657.2056     ,   254.0071    
         270 ,  -250.4028     ,  -662.5153     ,   254.1126    
         271 ,  -259.3295     ,  -671.5398     ,   254.2103    
         272 ,  -269.4818     ,  -681.7841     ,   254.3023    
         273 ,  -278.5410     ,  -690.9295     ,   254.3885    
         274 ,  -286.3822     ,  -698.8550     ,   254.4728    
         275 ,  -293.5299     ,  -706.0854     ,   254.5555    
         276 ,  -302.1852     ,  -714.8232     ,   254.6381    
         277 ,  -306.4935     ,  -719.2152     ,   254.7217    
         278 ,  -314.7403     ,  -727.5468     ,   254.8065    
         279 ,  -321.0757     ,  -733.9678     ,   254.8921    
         280 ,  -328.9166     ,  -741.8947     ,   254.9780    
         281 ,  -333.7348     ,  -746.8000     ,   255.0652    
         282 ,  -341.8940     ,  -755.0474     ,   255.1535    
         283 ,  -347.8271     ,  -761.0693     ,   255.2421    
         284 ,  -353.3405     ,  -766.6722     ,   255.3317    
         285 ,  -354.5066     ,  -767.9295     ,   255.4229    
         286 ,  -357.7013     ,  -771.2153     ,   255.5140    
         287 ,  -359.3815     ,  -772.9851     ,   255.6036    
         288 ,  -359.4528     ,  -773.1415     ,   255.6887    
         289 ,  -360.7430     ,  -774.5108     ,   255.7678    
         290 ,  -362.3358     ,  -776.1797     ,   255.8439    
         291 ,  -364.4434     ,  -778.3606     ,   255.9173    
         292 ,  -369.9860     ,  -783.9728     ,   255.9869    
         293 ,  -374.3135     ,  -788.3681     ,   256.0547    
         294 ,  -382.9911     ,  -797.1121     ,   256.1211    
         295 ,  -393.5875     ,  -807.7739     ,   256.1864    
         296 ,  -401.5706     ,  -815.8217     ,   256.2511    
         297 ,  -410.9490     ,  -825.2656     ,   256.3166    
         298 ,  -419.6323     ,  -834.0151     ,   256.3828    
         299 ,  -432.1541     ,  -846.6037     ,   256.4496    
         300 ,  -444.3716     ,  -858.8879     ,   256.5164    
         301 ,  -455.6727     ,  -870.2568     ,   256.5841    
         302 ,  -463.9783     ,  -878.6327     ,   256.6544    
         303 ,  -472.5427     ,  -887.2692     ,   256.7265    
         304 ,  -481.6217     ,  -896.4219     ,   256.8002    
         305 ,  -486.3418     ,  -901.2193     ,   256.8775    
         306 ,  -490.2516     ,  -905.2087     ,   256.9570    
         307 ,  -492.6401     ,  -907.6784     ,   257.0383    
         308 ,  -495.3269     ,  -910.4474     ,   257.1205    
         309 ,  -501.2598     ,  -916.4630     ,   257.2032    
         310 ,  -505.9690     ,  -921.2524     ,   257.2834    
         311 ,  -514.5328     ,  -929.8937     ,   257.3609    
         312 ,  -518.8466     ,  -934.2824     ,   257.4358    
         313 ,  -520.0318     ,  -935.5399     ,   257.5081    
         314 ,  -523.6531     ,  -939.2314     ,   257.5784    
         315 ,  -522.5204     ,  -938.1663     ,   257.6459    
         316 ,  -520.6880     ,  -936.3989     ,   257.7108    
         317 ,  -517.3516     ,  -933.1239     ,   257.7723    
         318 ,  -516.6379     ,  -932.4676     ,   257.8297    
         319 ,  -517.2607     ,  -933.1429     ,   257.8822    
         320 ,  -515.4565     ,  -931.3864     ,   257.9299    
         321 ,  -515.2798     ,  -931.2535     ,   257.9738    
         322 ,  -517.0233     ,  -933.0380     ,   258.0147    
         323 ,  -519.1772     ,  -935.2311     ,   258.0539    
         324 ,  -522.4410     ,  -938.5331     ,   258.0921    
         325 ,  -523.3806     ,  -939.5110     ,   258.1303    
         326 ,  -530.5859     ,  -946.7554     ,   258.1695    
         327 ,  -536.1761     ,  -952.3856     ,   258.2094    
         328 ,  -544.1903     ,  -960.4413     ,   258.2511    
         329 ,  -552.1006     ,  -968.3967     ,   258.2961    
         330 ,  -558.7820     ,  -975.1271     ,   258.3451    
         331 ,  -567.0773     ,  -983.4762     ,   258.3989    
         332 ,  -576.4749     ,  -992.9319     ,   258.4570    
         333 ,  -581.6349     ,  -998.1540     ,   258.5191    
         334 ,  -586.2802     ,  -1002.865     ,   258.5848    
         335 ,  -592.9272     ,  -1009.580     ,   258.6530    
         336 ,  -596.4401     ,  -1013.162     ,   258.7221    
         337 ,  -600.7605     ,  -1017.552     ,   258.7914    
         338 ,  -604.2715     ,  -1021.132     ,   258.8607    
         339 ,  -607.3768     ,  -1024.306     ,   258.9292    
         340 ,  -610.1858     ,  -1027.182     ,   258.9966    
         341 ,  -616.0256     ,  -1033.088     ,   259.0620    
         342 ,  -622.6820     ,  -1039.808     ,   259.1259    
         343 ,  -627.3074     ,  -1044.497     ,   259.1894    
         344 ,  -630.1201     ,  -1047.374     ,   259.2536    
         345 ,  -631.3068     ,  -1048.625     ,   259.3187    
         346 ,  -637.0388     ,  -1054.422     ,   259.3835    
         347 ,  -643.2897     ,  -1060.736     ,   259.4465    
         348 ,  -649.1379     ,  -1066.643     ,   259.5054    
         349 ,  -659.3553     ,  -1076.916     ,   259.5602    
         350 ,  -664.4040     ,  -1082.017     ,   259.6126    
         351 ,  -670.3806     ,  -1088.044     ,   259.6635    
         352 ,  -675.4348     ,  -1093.149     ,   259.7141    
         353 ,  -677.0526     ,  -1094.818     ,   259.7649    
         354 ,  -679.8849     ,  -1097.700     ,   259.8156    
         355 ,  -681.5001     ,  -1099.366     ,   259.8660    
         356 ,  -685.4418     ,  -1103.358     ,   259.9166    
         357 ,  -688.2718     ,  -1106.240     ,   259.9677    
         358 ,  -690.2898     ,  -1108.309     ,   260.0193    
         359 ,  -695.3398     ,  -1113.411     ,   260.0713    
         360 ,  -698.0581     ,  -1116.181     ,   260.1229    
         361 ,  -703.5464     ,  -1121.720     ,   260.1736    
         362 ,  -709.1167     ,  -1127.340     ,   260.2233    
         363 ,  -713.0614     ,  -1131.333     ,   260.2720    
         364 ,  -718.1150     ,  -1136.435     ,   260.3203    
         365 ,  -723.1722     ,  -1141.541     ,   260.3683    
         366 ,  -729.4462     ,  -1147.861     ,   260.4153    
         367 ,  -734.2057     ,  -1152.668     ,   260.4622    
         368 ,  -740.0763     ,  -1158.584     ,   260.5082    
         369 ,  -749.0920     ,  -1167.645     ,   260.5529    
         370 ,  -753.7463     ,  -1172.344     ,   260.5979    
         371 ,  -758.5058     ,  -1177.149     ,   260.6434    
         372 ,  -763.1582     ,  -1181.848     ,   260.6894    
         373 ,  -769.0270     ,  -1187.762     ,   260.7352    
         374 ,  -774.9000     ,  -1193.680     ,   260.7802    
         375 ,  -780.7788     ,  -1199.603     ,   260.8240    
         376 ,  -787.8776     ,  -1206.744     ,   260.8662    
         377 ,  -795.6805     ,  -1214.587     ,   260.9066    
         378 ,  -802.7867     ,  -1221.733     ,   260.9458    
         379 ,  -810.1930     ,  -1229.177     ,   260.9845    
         380 ,  -817.5938     ,  -1236.617     ,   261.0232    
         381 ,  -823.0902     ,  -1242.152     ,   261.0621    
         382 ,  -825.5468     ,  -1244.648     ,   261.1015    
         383 ,  -829.9143     ,  -1249.056     ,   261.1413    
         384 ,  -831.1274     ,  -1250.309     ,   261.1812    
         385 ,  -834.9803     ,  -1254.201     ,   261.2206    
         386 ,  -838.9402     ,  -1258.199     ,   261.2590    
         387 ,  -839.0479     ,  -1258.344     ,   261.2961    
         388 ,  -839.5671     ,  -1258.899     ,   261.3322    
         389 ,  -839.5768     ,  -1258.944     ,   261.3673    
         390 ,  -841.2133     ,  -1260.614     ,   261.4008    
         391 ,  -842.1438     ,  -1261.576     ,   261.4325    
         392 ,  -843.7891     ,  -1263.252     ,   261.4628    
         393 ,  -844.7275     ,  -1264.220     ,   261.4923    
         394 ,  -848.2977     ,  -1267.819     ,   261.5215    
         395 ,  -850.3513     ,  -1269.902     ,   261.5508    
         396 ,  -853.6208     ,  -1273.201     ,   261.5801    
         397 ,  -859.9281     ,  -1279.538     ,   261.6096    
         398 ,  -865.4232     ,  -1285.062     ,   261.6393    
         399 ,  -870.6156     ,  -1290.285     ,   261.6696    
         400 ,  -876.5156     ,  -1296.216     ,   261.7003    
         401 ,  -883.2302     ,  -1302.962     ,   261.7319    
         402 ,  -887.9045     ,  -1307.669     ,   261.7647    
         403 ,  -894.6107     ,  -1314.408     ,   261.7976    
         404 ,  -900.3983     ,  -1320.229     ,   261.8302    
         405 ,  -904.3638     ,  -1324.228     ,   261.8638    
         406 ,  -910.2568     ,  -1330.153     ,   261.8961    
         407 ,  -913.4110     ,  -1333.339     ,   261.9283    
         408 ,  -916.9741     ,  -1336.934     ,   261.9603    
         409 ,  -916.6785     ,  -1336.671     ,   261.9926    
         410 ,  -922.0605     ,  -1342.085     ,   262.0246    
         411 ,  -926.8402     ,  -1346.896     ,   262.0559    
         412 ,  -926.1392     ,  -1346.225     ,   262.0862    
         413 ,  -928.0773     ,  -1348.194     ,   262.1167    
         414 ,  -928.4886     ,  -1348.636     ,   262.1472    
         415 ,  -926.2681     ,  -1346.446     ,   262.1775    
         416 ,  -923.9424     ,  -1344.150     ,   262.2079    
         417 ,  -920.1960     ,  -1340.435     ,   262.2387    
         418 ,  -915.9387     ,  -1336.208     ,   262.2697    
         419 ,  -912.9036     ,  -1333.204     ,   262.3007    
         420 ,  -909.7589     ,  -1330.091     ,   262.3318    
         421 ,  -904.7904     ,  -1325.153     ,   262.3622    
         422 ,  -902.8682     ,  -1323.260     ,   262.3922    
         423 ,  -898.3135     ,  -1318.735     ,   262.4218    
         424 ,  -894.0576     ,  -1314.509     ,   262.4509    
         425 ,  -887.5771     ,  -1308.057     ,   262.4800    
         426 ,  -880.2791     ,  -1300.788     ,   262.5089    
         427 ,  -873.2893     ,  -1293.827     ,   262.5374    
         428 ,  -864.8837     ,  -1285.449     ,   262.5652    
         429 ,  -863.3715     ,  -1283.964     ,   262.5922    
         430 ,  -856.8960     ,  -1277.515     ,   262.6186    
         431 ,  -853.0574     ,  -1273.701     ,   262.6440    
         432 ,  -850.4395     ,  -1271.108     ,   262.6690    
         433 ,  -846.6013     ,  -1267.295     ,   262.6936    
         434 ,  -840.8365     ,  -1261.554     ,   262.7177    
         435 ,  -840.1452     ,  -1260.887     ,   262.7415    
         436 ,  -841.7805     ,  -1262.545     ,   262.7649    
         437 ,  -844.1321     ,  -1264.920     ,   262.7876    
         438 ,  -845.7762     ,  -1266.586     ,   262.8093    
         439 ,  -849.3433     ,  -1270.174     ,   262.8304    
         440 ,  -854.4313     ,  -1275.282     ,   262.8511    
         441 ,  -857.1921     ,  -1278.064     ,   262.8718    
         442 ,  -859.6483     ,  -1280.541     ,   262.8922    
         443 ,  -863.2223     ,  -1284.135     ,   262.9125    
         444 ,  -867.9048     ,  -1288.837     ,   262.9326    
         445 ,  -874.9202     ,  -1295.873     ,   262.9526    
         446 ,  -879.1980     ,  -1300.170     ,   262.9724    
         447 ,  -882.7693     ,  -1303.761     ,   262.9920    
         448 ,  -888.6716     ,  -1309.683     ,   263.0117    
         449 ,  -891.4261     ,  -1312.458     ,   263.0314    
         450 ,  -894.4858     ,  -1315.537     ,   263.0509    
         451 ,  -899.1674     ,  -1320.238     ,   263.0702    
         452 ,  -906.1851     ,  -1327.271     ,   263.0862    
         453 ,  -910.8884     ,  -1331.975     ,   263.0862    
         454 ,  -913.6650     ,  -1334.751     ,   263.0862    
         455 ,  -917.2520     ,  -1338.338     ,   263.0862    
         456 ,  -917.6929     ,  -1338.779     ,   263.0862    
         457 ,  -919.6562     ,  -1340.742     ,   263.0862    
         458 ,  -915.5315     ,  -1336.618     ,   263.0862    
         459 ,  -916.6787     ,  -1337.765     ,   263.0862    
         460 ,  -917.1143     ,  -1338.201     ,   263.0862    
         461 ,  -914.5156     ,  -1335.602     ,   263.0862    
         462 ,  -913.8442     ,  -1334.931     ,   263.0862    
         463 ,  -916.2126     ,  -1337.299     ,   263.0862    
         464 ,  -918.5842     ,  -1339.671     ,   263.0862    
         465 ,  -921.0671     ,  -1342.153     ,   263.0862    
         466 ,  -923.8447     ,  -1344.931     ,   263.0862    
         467 ,  -926.6338     ,  -1347.720     ,   263.0862    
         468 ,  -931.0432     ,  -1352.129     ,   263.0862    
         469 ,  -936.9814     ,  -1358.068     ,   263.0862    
         470 ,  -938.9670     ,  -1360.053     ,   263.0862    
         471 ,  -943.4004     ,  -1364.487     ,   263.0862    
